pricing_lists,site,endpoint,requested,req_time,req_status,req_200_found
http://filestack.com/pricing/,filestack,pricing,False,,,
https://1password.com/pricing/,1password,pricing,False,,,
https://enerknol.com/plans/,enerknol,plans,False,,,
http://shipwell.com/pricing/,shipwell,pricing,False,,,
http://crowdtap.com/pricing/,crowdtap,pricing,False,,,
http://crowdtap.com/buy/,crowdtap,buy,False,,,
http://crowdtap.com/plans/,crowdtap,plans,False,,,
https://frame.io/pricing/,frame,pricing,False,,,
https://upflow.io/en/buy/,upflow,buy,False,,,
https://upflow.io/en/plans/,upflow,plans,False,,,
http://www.upflow.io/pricing/,upflow,pricing,False,,,
http://customer.io/pricing/,customer,pricing,False,,,
http://www.trekksoft.com/pricing/,trekksoft,pricing,False,,,
http://www.allread.ai/pricing/,allread,pricing,False,,,
https://www.formisimo.com/pricing/,formisimo,pricing,False,,,
https://www.formisimo.com/buy/,formisimo,buy,False,,,
https://www.formisimo.com/plans/,formisimo,plans,False,,,
http://www.zepl.com/pricing/,zepl,pricing,False,,,
http://www.zepl.com/plans/,zepl,plans,False,,,
http://www.templafy.com/pricing/,templafy,pricing,False,,,
https://landbot.io/pricing/,landbot,pricing,False,,,
http://www.cleanpix.com/plans/,cleanpix,plans,False,,,
https://www.meludia.com/en/pricing/,meludia,pricing,False,,,
https://www.meludia.com/en/buy/,meludia,buy,False,,,
https://www.meludia.com/en/plans/,meludia,plans,False,,,
http://www.meetSOCI.com/pricing/,meetSOCI,pricing,False,,,
http://www.meetSOCI.com/buy/,meetSOCI,buy,False,,,
http://www.meetSOCI.com/plans/,meetSOCI,plans,False,,,
https://www.datarails.com/pricing/,datarails,pricing,False,,,
https://chattr.ai/pricing/,chattr,pricing,False,,,
https://www.advantageclub.co/pricing/,advantageclub,pricing,False,,,
https://www.advantageclub.co/buy/,advantageclub,buy,False,,,
https://www.advantageclub.co/plans/,advantageclub,plans,False,,,
https://secure.workadvantage.in/benefits/all/pricing/,secure,pricing,False,,,
https://secure.workadvantage.in/benefits/all/buy/,secure,buy,False,,,
https://secure.workadvantage.in/benefits/all/plans/,secure,plans,False,,,
http://axeda.com/pricing/,axeda,pricing,False,,,
http://axeda.com/buy/,axeda,buy,False,,,
http://axeda.com/plans/,axeda,plans,False,,,
http://www.mobileroadie.com/pricing/,mobileroadie,pricing,False,,,
http://www.tame.events/pricing/,tame,pricing,False,,,
http://www.tame.events/plans/,tame,plans,False,,,
https://www.goco.io/pricing/,goco,pricing,False,,,
https://zeeg.me/buy/,zeeg,buy,False,,,
https://zeeg.me/plans/,zeeg,plans,False,,,
http://unamo.com/pricing/,unamo,pricing,False,,,
http://unamo.com/buy/,unamo,buy,False,,,
http://unamo.com/plans/,unamo,plans,False,,,
http://www.balancefinancial.com/pricing/,balancefinancial,pricing,False,,,
http://www.balancefinancial.com/buy/,balancefinancial,buy,False,,,
http://www.balancefinancial.com/plans/,balancefinancial,plans,False,,,
http://www.clickability.com/pricing/,clickability,pricing,False,,,
http://www.clickability.com/buy/,clickability,buy,False,,,
http://www.clickability.com/plans/,clickability,plans,False,,,
http://qindom.com/pricing/,qindom,pricing,False,,,
http://qindom.com/buy/,qindom,buy,False,,,
http://qindom.com/plans/,qindom,plans,False,,,
http://www.comeet.co/pricing/,comeet,pricing,False,,,
https://www.fullstory.com/pricing/,fullstory,pricing,False,,,
https://www.fullstory.com/plans/,fullstory,plans,False,,,
http://www.qminder.com/pricing/,qminder,pricing,False,,,
https://www.forestadmin.com/pricing/,forestadmin,pricing,False,,,
http://www.mybrightwheel.com/pricing/,mybrightwheel,pricing,False,,,
http://www.keatext.ai/pricing/,keatext,pricing,False,,,
http://azendoo.com/pricing/,azendoo,pricing,False,,,
http://www.realyse.com/pricing/,realyse,pricing,False,,,
http://www.skykick.com/pricing/,skykick,pricing,False,,,
http://www.usersnap.com/buy/,usersnap,buy,False,,,
http://www.usersnap.com/plans/,usersnap,plans,False,,,
https://usersnap.com/pricing/,usersnap,pricing,False,,,
https://www.wremia.com/pricing/,wremia,pricing,False,,,
https://www.wremia.com/buy/,wremia,buy,False,,,
https://www.wremia.com/plans/,wremia,plans,False,,,
http://www.genemod.net/pricing/,genemod,pricing,False,,,
http://heyo.com/pricing/,heyo,pricing,False,,,
http://heyo.com/buy/,heyo,buy,False,,,
http://www.Vee24.com/pricing/,Vee24,pricing,False,,,
http://www.Vee24.com/buy/,Vee24,buy,False,,,
http://www.Vee24.com/plans/,Vee24,plans,False,,,
https://rent360.com.au/pricing/,rent360,pricing,False,,,
http://www.giveitanudge.com/pricing/,giveitanudge,pricing,False,,,
https://www.browserstack.com/pricing/,browserstack,pricing,False,,,
http://einsights.com/pricing/,einsights,pricing,False,,,
http://iotone.com/pricing/,iotone,pricing,False,,,
https://www.netacea.com/pricing/,netacea,pricing,False,,,
https://audiense.com/pricing/,audiense,pricing,False,,,
http://Near-Me.com/pricing/,Near-Me,pricing,False,,,
https://tactful.ai/pricing/,tactful,pricing,False,,,
https://tactful.ai/plans/,tactful,plans,False,,,
https://invoice.2go.com/pricing/,invoice,pricing,False,,,
https://invoice.2go.com/plans/,invoice,plans,False,,,
http://panoply.io/pricing/,panoply,pricing,False,,,
https://www.autopilothq.com/pricing/,autopilothq,pricing,False,,,
http://www.aftership.com/pricing/,aftership,pricing,False,,,
http://www.aftership.com/buy/,aftership,buy,False,,,
http://www.aftership.com/plans/,aftership,plans,False,,,
http://www.ax-semantics.com/pricing/,ax-semantics,pricing,False,,,
https://www.teamleader.nl/pricing/,teamleader,pricing,False,,,
http://wisor.io/pricing/,wisor,pricing,False,,,
http://wisor.io/buy/,wisor,buy,False,,,
http://wisor.io/plans/,wisor,plans,False,,,
http://unito.io/pricing/,unito,pricing,False,,,
http://simplycast.com/pricing/,simplycast,pricing,False,,,
http://www.foundersuite.com/pricing/,foundersuite,pricing,False,,,
https://www.gosquared.com/pricing/,gosquared,pricing,False,,,
https://www.gosquared.com/plans/,gosquared,plans,False,,,
http://www.namingmatters.com/pricing/,namingmatters,pricing,False,,,
https://karmiclabs.com/pricing/,karmiclabs,pricing,False,,,
https://logrocket.com/pricing/,logrocket,pricing,False,,,
https://www.learndot.com/pricing/,learndot,pricing,False,,,
https://www.ubiqsecurity.com/pricing/,ubiqsecurity,pricing,False,,,
http://www.rivs.com/pricing/,rivs,pricing,False,,,
http://www.rivs.com/buy/,rivs,buy,False,,,
http://www.rivs.com/plans/,rivs,plans,False,,,
https://www.samanage.com/pricing/,samanage,pricing,False,,,
https://www.samanage.com/buy/,samanage,buy,False,,,
https://www.samanage.com/plans/,samanage,plans,False,,,
http://amicus.io/pricing/,amicus,pricing,False,,,
http://amicus.io/buy/,amicus,buy,False,,,
http://amicus.io/plans/,amicus,plans,False,,,
http://www.amicusreliefsolutions.com/pricing/,amicusreliefsolutions,pricing,False,,,
http://www.amicusreliefsolutions.com/buy/,amicusreliefsolutions,buy,False,,,
http://www.amicusreliefsolutions.com/plans/,amicusreliefsolutions,plans,False,,,
http://www.linkett.com/pricing/,linkett,pricing,False,,,
http://www.bostonlogic.com/pricing/,bostonlogic,pricing,False,,,
http://www.bostonlogic.com/buy/,bostonlogic,buy,False,,,
http://www.bostonlogic.com/plans/,bostonlogic,plans,False,,,
http://www.talktospot.com/pricing/,talktospot,pricing,False,,,
http://www.talktospot.com/buy/,talktospot,buy,False,,,
https://www.govly.com/pricing/,govly,pricing,False,,,
https://joinassembly.com/pricing/,joinassembly,pricing,False,,,
https://joinassembly.com/plans/,joinassembly,plans,False,,,
http://www.censia.com/pricing/,censia,pricing,False,,,
http://www.devicemagic.com/pricing/,devicemagic,pricing,False,,,
https://vividcortex.com/pricing/,vividcortex,pricing,False,,,
https://vividcortex.com/buy/,vividcortex,buy,False,,,
https://vividcortex.com/plans/,vividcortex,plans,False,,,
https://dooly.ai/pricing/,dooly,pricing,False,,,
http://digitalgenius.com/pricing/,digitalgenius,pricing,False,,,
http://digitalgenius.com/buy/,digitalgenius,buy,False,,,
https://www.losant.com/pricing/,losant,pricing,False,,,
http://billforward.io/pricing/,billforward,pricing,False,,,
http://www.workgrid.com/pricing/,workgrid,pricing,False,,,
http://www.groove.co/pricing/,groove,pricing,False,,,
http://www.cledara.com/pricing/,cledara,pricing,False,,,
http://www.cledara.com/plans/,cledara,plans,False,,,
http://www.sightgain.com/pricing/,sightgain,pricing,False,,,
https://getjobber.com/pricing/,getjobber,pricing,False,,,
https://getjobber.com/buy/,getjobber,buy,False,,,
https://visioncritical.com/pricing/,visioncritical,pricing,False,,,
https://visioncritical.com/buy/,visioncritical,buy,False,,,
https://visioncritical.com/plans/,visioncritical,plans,False,,,
http://brandfolder.com/pricing/,brandfolder,pricing,False,,,
http://brandfolder.com/plans/,brandfolder,plans,False,,,
http://www.reachforce.com/pricing/,reachforce,pricing,False,,,
http://www.reachforce.com/buy/,reachforce,buy,False,,,
http://www.reachforce.com/plans/,reachforce,plans,False,,,
https://www.adarga.ai/#1/pricing/,adarga,pricing,False,,,
https://www.adarga.ai/#1/buy/,adarga,buy,False,,,
https://www.adarga.ai/#1/plans/,adarga,plans,False,,,
http://www.wevideo.com/schools/pricing/,wevideo,pricing,False,,,
http://www.wevideo.com/schools/buy/,wevideo,buy,False,,,
http://www.wevideo.com/plans/,wevideo,plans,False,,,
http://nahkodaventures.com/pricing/,nahkodaventures,pricing,False,,,
http://nahkodaventures.com/buy/,nahkodaventures,buy,False,,,
http://nahkodaventures.com/plans/,nahkodaventures,plans,False,,,
http://appxite.com/pricing/,appxite,pricing,False,,,
https://cronofy.com/pricing/,cronofy,pricing,False,,,
http://www.Aconex.com/pricing/,Aconex,pricing,False,,,
http://www.Aconex.com/buy/,Aconex,buy,False,,,
http://www.Aconex.com/plans/,Aconex,plans,False,,,
http://col8.biz/pricing/,col8,pricing,False,,,
http://col8.biz/buy/,col8,buy,False,,,
http://col8.biz/plans/,col8,plans,False,,,
http://hull.io/pricing/,hull,pricing,False,,,
http://opendorse.com/pricing/,opendorse,pricing,False,,,
http://blueleaf.com/pricing/,blueleaf,pricing,False,,,
http://datree.io/pricing/,datree,pricing,False,,,
http://yaydoo.com/buy/,yaydoo,buy,False,,,
http://www.scoop.it/pricing/,scoop,pricing,False,,,
https://bloomfire.com/pricing/,bloomfire,pricing,False,,,
https://bloomfire.com/buy/,bloomfire,buy,False,,,
https://bloomfire.com/plans/,bloomfire,plans,False,,,
http://www.first-insight.com/pricing/,first-insight,pricing,False,,,
http://www.first-insight.com/buy/,first-insight,buy,False,,,
http://www.first-insight.com/plans/,first-insight,plans,False,,,
https://www.swimtopia.com/pricing/,swimtopia,pricing,False,,,
https://placespeak.com/pricing/,placespeak,pricing,False,,,
http://www.librato.com/pricing/,librato,pricing,False,,,
http://genial.ly/pricing/,genial,pricing,False,,,
http://genial.ly/buy/,genial,buy,False,,,
http://genial.ly/plans/,genial,plans,False,,,
https://stacker.app/pricing/,stacker,pricing,False,,,
https://www.stackerhq.com/pricing/,stackerhq,pricing,False,,,
http://www.shoobx.com/pricing/,shoobx,pricing,False,,,
http://www.home.ht/buy/,home,buy,False,,,
http://www.home.ht/plans/,home,plans,False,,,
https://playplay.com/pricing/,playplay,pricing,False,,,
https://www.oncallhealth.com/ca/pricing/,oncallhealth,pricing,False,,,
http://nmodes.com/pricing/,nmodes,pricing,False,,,
http://nmodes.com/buy/,nmodes,buy,False,,,
http://nmodes.com/plans/,nmodes,plans,False,,,
http://integry.io/pricing/,integry,pricing,False,,,
http://www.netpulse.com/pricing/,netpulse,pricing,False,,,
http://www.netpulse.com/buy/,netpulse,buy,False,,,
http://www.netpulse.com/plans/,netpulse,plans,False,,,
http://hogaru.com/pricing/,hogaru,pricing,False,,,
http://hogaru.com/buy/,hogaru,buy,False,,,
http://hogaru.com/plans/,hogaru,plans,False,,,
http://transifex.com/pricing/,transifex,pricing,False,,,
http://transifex.com/plans/,transifex,plans,False,,,
https://www.ultimate.ai/pricing/,ultimate,pricing,False,,,
https://www.glofox.com/pricing/,glofox,pricing,False,,,
https://protonmail.com/pricing/,protonmail,pricing,False,,,
http://www.gameanalytics.com/pricing/,gameanalytics,pricing,False,,,
http://www.gameanalytics.com/plans/,gameanalytics,plans,False,,,
http://www.bullhorn.com/pricing/,bullhorn,pricing,False,,,
http://reportgarden.com/pricing/,reportgarden,pricing,False,,,
http://www.ubicall.com/pricing/,ubicall,pricing,False,,,
http://www.ubicall.com/buy/,ubicall,buy,False,,,
http://www.ubicall.com/plans/,ubicall,plans,False,,,
http://www.reachhq.com/pricing/,reachhq,pricing,False,,,
http://www.reachhq.com/buy/,reachhq,buy,False,,,
http://www.reachhq.com/plans/,reachhq,plans,False,,,
https://www.knockcrm.com/pricing/,knockcrm,pricing,False,,,
https://dome9.com/pricing/,dome9,pricing,False,,,
https://dome9.com/buy/,dome9,buy,False,,,
https://dome9.com/plans/,dome9,plans,False,,,
https://www.instrumentl.com/pricing/,instrumentl,pricing,False,,,
https://www.passright.com/pricing/,passright,pricing,False,,,
http://www.getguru.com/pricing/,getguru,pricing,False,,,
http://www.getguru.com/plans/,getguru,plans,False,,,
https://spinbackup.com/pricing/,spinbackup,pricing,False,,,
http://www.barn2door.com/pricing/,barn2door,pricing,False,,,
https://factorialhr.com/en/pricing/,factorialhr,pricing,False,,,
https://cto.ai/pricing/,cto,pricing,False,,,
http://CTO.ai/pricing/,CTO,pricing,False,,,
http://www.crowdcast.io/pricing/,crowdcast,pricing,False,,,
http://www.crowdcast.io/buy/,crowdcast,buy,False,,,
http://www.crowdcast.io/plans/,crowdcast,plans,False,,,
http://cheezburger.com/pricing/,cheezburger,pricing,False,,,
http://cheezburger.com/buy/,cheezburger,buy,False,,,
http://cheezburger.com/plans/,cheezburger,plans,False,,,
http://wegift.io/pricing/,wegift,pricing,False,,,
http://motionsavvy.com/pricing/,motionsavvy,pricing,False,,,
http://motionsavvy.com/buy/,motionsavvy,buy,False,,,
http://motionsavvy.com/plans/,motionsavvy,plans,False,,,
http://kibin.com/pricing/,kibin,pricing,False,,,
http://replybuy.com/pricing/,replybuy,pricing,False,,,
http://quiknode.io/pricing/,quiknode,pricing,False,,,
http://www.chatgrape.com/pricing/,chatgrape,pricing,False,,,
https://sourcegraph.com/pricing/,sourcegraph,pricing,False,,,
http://www.kiteedge.co.uk/pricing/,kiteedge,pricing,False,,,
http://www.kiteedge.co.uk/buy/,kiteedge,buy,False,,,
http://www.kiteedge.co.uk/plans/,kiteedge,plans,False,,,
http://gobigriver.com/pricing/,gobigriver,pricing,False,,,
https://botanalytics.co/pricing/,botanalytics,pricing,False,,,
http://www.confidentcannabis.com/buy/,confidentcannabis,buy,False,,,
http://koemei.com/pricing/,koemei,pricing,False,,,
http://koemei.com/buy/,koemei,buy,False,,,
http://koemei.com/plans/,koemei,plans,False,,,
https://www.teamflowhq.com/pricing/,teamflowhq,pricing,False,,,
https://phrasee.co/pricing/,phrasee,pricing,False,,,
http://outline.com/pricing/,outline,pricing,False,,,
http://outline.com/buy/,outline,buy,False,,,
http://outline.com/plans/,outline,plans,False,,,
https://www.listingzen.com/pricing/,listingzen,pricing,False,,,
http://www.ListingZen.com/pricing/,ListingZen,pricing,False,,,
http://www.cognism.com/pricing/,cognism,pricing,False,,,
http://spling.com/pricing/,spling,pricing,False,,,
http://spling.com/buy/,spling,buy,False,,,
http://spling.com/plans/,spling,plans,False,,,
http://platform9.com/pricing/,platform9,pricing,False,,,
https://valimail.com/pricing/,valimail,pricing,False,,,
https://valimail.com/buy/,valimail,buy,False,,,
https://valimail.com/plans/,valimail,plans,False,,,
http://www.indacar.io/pricing/,indacar,pricing,False,,,
http://www.indacar.io/buy/,indacar,buy,False,,,
http://www.indacar.io/plans/,indacar,plans,False,,,
http://www.fullscript.com/pricing/,fullscript,pricing,False,,,
http://growthgenius.com/pricing/,growthgenius,pricing,False,,,
http://www.blazemeter.com/pricing/,blazemeter,pricing,False,,,
http://www.carmelvision.com/pricing/,carmelvision,pricing,False,,,
http://www.scoutrfp.com/pricing/,scoutrfp,pricing,False,,,
http://www.scoutrfp.com/buy/,scoutrfp,buy,False,,,
http://www.scoutrfp.com/plans/,scoutrfp,plans,False,,,
http://www.levadata.com/pricing/,levadata,pricing,False,,,
http://www.levadata.com/plans/,levadata,plans,False,,,
http://nowinstore.com/pricing/,nowinstore,pricing,False,,,
http://nowinstore.com/buy/,nowinstore,buy,False,,,
http://nowinstore.com/plans/,nowinstore,plans,False,,,
http://legit.ai/pricing/,legit,pricing,False,,,
http://legit.ai/buy/,legit,buy,False,,,
http://legit.ai/plans/,legit,plans,False,,,
https://genomelink.io/plans/,genomelink,plans,False,,,
https://livehealth.in/pricing/,livehealth,pricing,False,,,
http://datto.com/pricing/,datto,pricing,False,,,
http://www.dattobackup.com/pricing/,dattobackup,pricing,False,,,
http://www.shuttlerock.com/pricing/,shuttlerock,pricing,False,,,
https://picterra.ch/pricing/,picterra,pricing,False,,,
http://www.blueconic.com/pricing/,blueconic,pricing,False,,,
https://artesian.co/pricing/,artesian,pricing,False,,,
http://www.scheduleonce.com/pricing/,scheduleonce,pricing,False,,,
http://www.scheduleonce.com/buy/,scheduleonce,buy,False,,,
http://www.scheduleonce.com/plans/,scheduleonce,plans,False,,,
http://www.oncehub.com/pricing/,oncehub,pricing,False,,,
http://localist.com/pricing/,localist,pricing,False,,,
http://www.connected2fiber.com/pricing/,connected2fiber,pricing,False,,,
http://searchman.com/plans/,searchman,plans,False,,,
http://SearchMan.com/plans/,SearchMan,plans,False,,,
https://usetrace.com/pricing/,usetrace,pricing,False,,,
https://usetrace.com/buy/,usetrace,buy,False,,,
https://usetrace.com/plans/,usetrace,plans,False,,,
http://www.giveffect.com/pricing/,giveffect,pricing,False,,,
http://www.centralreach.com/pricing/,centralreach,pricing,False,,,
https://www.lambdatest.com/pricing/,lambdatest,pricing,False,,,
http://www.shopmonkey.io/pricing/,shopmonkey,pricing,False,,,
https://www.capriza.com/pricing/,capriza,pricing,False,,,
https://www.capriza.com/buy/,capriza,buy,False,,,
https://www.capriza.com/plans/,capriza,plans,False,,,
https://www.perxtech.com/pricing/,perxtech,pricing,False,,,
https://www.perxtech.com/buy/,perxtech,buy,False,,,
https://www.perxtech.com/plans/,perxtech,plans,False,,,
http://www.thoughtindustries.com/pricing/,thoughtindustries,pricing,False,,,
http://www.natterbox.com/pricing/,natterbox,pricing,False,,,
http://www.natterbox.com/buy/,natterbox,buy,False,,,
http://ItsPlatonic.com/pricing/,ItsPlatonic,pricing,False,,,
http://ItsPlatonic.com/buy/,ItsPlatonic,buy,False,,,
http://ItsPlatonic.com/plans/,ItsPlatonic,plans,False,,,
http://www.masabi.com/buy/,masabi,buy,False,,,
http://www.toprankers.com/pricing/,toprankers,pricing,False,,,
http://www.toprankers.com/buy/,toprankers,buy,False,,,
http://www.toprankers.com/plans/,toprankers,plans,False,,,
http://floobits.com/plans/,floobits,plans,False,,,
http://www.surepayroll.com/pricing/,surepayroll,pricing,False,,,
http://www.specright.com/pricing/,specright,pricing,False,,,
https://socialdice.net/buy/,socialdice,buy,False,,,
http://getgalore.com/pricing/,getgalore,pricing,False,,,
http://getgalore.com/buy/,getgalore,buy,False,,,
http://getgalore.com/plans/,getgalore,plans,False,,,
https://www.zenoti.com/pricing/,zenoti,pricing,False,,,
https://graphcms.com/pricing/,graphcms,pricing,False,,,
https://disprz.com/pricing/,disprz,pricing,False,,,
https://disprz.com/buy/,disprz,buy,False,,,
https://disprz.com/plans/,disprz,plans,False,,,
http://picahome.com/pricing/,picahome,pricing,False,,,
http://picahome.com/buy/,picahome,buy,False,,,
http://picahome.com/plans/,picahome,plans,False,,,
https://cloudsmith.io/pricing/,cloudsmith,pricing,False,,,
http://zivver.com/buy/,zivver,buy,False,,,
http://zivver.com/plans/,zivver,plans,False,,,
https://www.zivver.eu/pricing/,zivver,pricing,False,,,
http://castoredc.com/pricing/,castoredc,pricing,False,,,
https://cloudphysician.net/pricing/,cloudphysician,pricing,False,,,
https://cloudphysician.net/buy/,cloudphysician,buy,False,,,
https://cloudphysician.net/plans/,cloudphysician,plans,False,,,
http://playment.in/pricing/,playment,pricing,False,,,
http://playment.in/plans/,playment,plans,False,,,
https://getalchemy.app/pricing/,getalchemy,pricing,False,,,
https://getalchemy.app/buy/,getalchemy,buy,False,,,
https://getalchemy.app/plans/,getalchemy,plans,False,,,
https://qatalog.com/pricing/,qatalog,pricing,False,,,
https://www.noiseaware.com/pricing/,noiseaware,pricing,False,,,
https://www.noiseaware.com/buy/,noiseaware,buy,False,,,
https://www.noiseaware.com/plans/,noiseaware,plans,False,,,
https://paystone.com/pricing/,paystone,pricing,False,,,
http://seedlegals.com/pricing/,seedlegals,pricing,False,,,
http://searchcamp.co/pricing/,searchcamp,pricing,False,,,
http://searchcamp.co/buy/,searchcamp,buy,False,,,
http://searchcamp.co/plans/,searchcamp,plans,False,,,
http://www.venngage.com/pricing/,venngage,pricing,False,,,
http://infogr.am/pricing/,infogr,pricing,False,,,
http://www.bmobilized.com/pricing/,bmobilized,pricing,False,,,
http://www.bmobilized.com/buy/,bmobilized,buy,False,,,
http://www.bmobilized.com/plans/,bmobilized,plans,False,,,
http://intermix.io/pricing/,intermix,pricing,False,,,
http://intermix.io/buy/,intermix,buy,False,,,
http://intermix.io/plans/,intermix,plans,False,,,
http://swvl.io/pricing/,swvl,pricing,False,,,
http://swvl.io/buy/,swvl,buy,False,,,
http://swvl.io/plans/,swvl,plans,False,,,
https://workflowy.com/pricing/,workflowy,pricing,False,,,
https://www.elorus.com/pricing/,elorus,pricing,False,,,
https://terapeak.com/pricing/,terapeak,pricing,False,,,
https://terapeak.com/buy/,terapeak,buy,False,,,
https://terapeak.com/plans/,terapeak,plans,False,,,
https://live.zzish.com/pricing/,live,pricing,False,,,
https://zzish.com/pricing/,zzish,pricing,False,,,
http://icontrolapp.co/pricing/,icontrolapp,pricing,False,,,
http://icontrolapp.co/buy/,icontrolapp,buy,False,,,
http://icontrolapp.co/plans/,icontrolapp,plans,False,,,
http://cybsafe.com/pricing/,cybsafe,pricing,False,,,
http://mycustomizer.com/pricing/,mycustomizer,pricing,False,,,
http://www.spontly.com/pricing/,spontly,pricing,False,,,
http://www.spontly.com/buy/,spontly,buy,False,,,
http://www.spontly.com/plans/,spontly,plans,False,,,
http://www.crashtest-security.com/pricing/,crashtest-security,pricing,False,,,
https://titanfile.com/pricing/,titanfile,pricing,False,,,
http://spectrm.io/pricing/,spectrm,pricing,False,,,
http://www.keela.co/pricing/,keela,pricing,False,,,
https://www.beapplied.com/pricing/,beapplied,pricing,False,,,
http://expertfile.com/pricing/,expertfile,pricing,False,,,
http://applicaster.com/pricing/,applicaster,pricing,False,,,
http://wooboard.com/pricing/,wooboard,pricing,False,,,
http://convictional.com/pricing/,convictional,pricing,False,,,
http://convictional.com/plans/,convictional,plans,False,,,
http://www.woopra.com/pricing/,woopra,pricing,False,,,
http://www.woopra.com/plans/,woopra,plans,False,,,
https://www.ringover.com/pricing/,ringover,pricing,False,,,
https://www.supplynote.in/pricing/,supplynote,pricing,False,,,
https://www.supplynote.in/buy/,supplynote,buy,False,,,
https://www.supplynote.in/plans/,supplynote,plans,False,,,
https://www.funnelai.com/pricing/,funnelai,pricing,False,,,
http://www.seedhatchery.com/pricing/,seedhatchery,pricing,False,,,
http://www.seedhatchery.com/buy/,seedhatchery,buy,False,,,
http://www.seedhatchery.com/plans/,seedhatchery,plans,False,,,
http://admetricks.com/pricing/,admetricks,pricing,False,,,
http://www.skubana.com/pricing/,skubana,pricing,False,,,
http://chargelab.co/pricing/,chargelab,pricing,False,,,
http://www.hirevisor.com/pricing/,hirevisor,pricing,False,,,
http://www.hirevisor.com/buy/,hirevisor,buy,False,,,
http://www.hirevisor.com/plans/,hirevisor,plans,False,,,
http://www.claralabs.com/pricing/,claralabs,pricing,False,,,
https://supportbee.com/pricing/,supportbee,pricing,False,,,
https://www.usesixty.com/pricing/,usesixty,pricing,False,,,
https://www.usesixty.com/buy/,usesixty,buy,False,,,
https://www.usesixty.com/plans/,usesixty,plans,False,,,
https://www.codefresh.io/pricing/,codefresh,pricing,False,,,
http://www.sourceninja.com/pricing/,sourceninja,pricing,False,,,
http://www.sourceninja.com/buy/,sourceninja,buy,False,,,
http://www.sourceninja.com/plans/,sourceninja,plans,False,,,
http://social-express.com/pricing/,social-express,pricing,False,,,
http://www.panorama.com/pricing/,panorama,pricing,False,,,
http://www.panorama.com/buy/,panorama,buy,False,,,
http://www.panorama.com/plans/,panorama,plans,False,,,
http://assentcompliance.com/pricing/,assentcompliance,pricing,False,,,
https://cumul.io/pricing/,cumul,pricing,False,,,
https://cumul.io/buy/,cumul,buy,False,,,
https://cumul.io/plans/,cumul,plans,False,,,
https://www.rakenapp.com/pricing/,rakenapp,pricing,False,,,
https://www.rakenapp.com/plans/,rakenapp,plans,False,,,
http://www.datorama.com/pricing/,datorama,pricing,False,,,
http://www.datorama.com/buy/,datorama,buy,False,,,
http://www.datorama.com/plans/,datorama,plans,False,,,
https://www.jadetrack.com/pricing/,jadetrack,pricing,False,,,
https://www.jadetrack.com/buy/,jadetrack,buy,False,,,
https://www.jadetrack.com/plans/,jadetrack,plans,False,,,
http://www.nuhabitat.com/pricing/,nuhabitat,pricing,False,,,
http://www.nuhabitat.com/buy/,nuhabitat,buy,False,,,
http://www.nuhabitat.com/plans/,nuhabitat,plans,False,,,
https://goteamup.com/pricing/,goteamup,pricing,False,,,
https://www.cloudtalk.io/pricing/,cloudtalk,pricing,False,,,
http://grasshopper.com/pricing/,grasshopper,pricing,False,,,
http://www.localz.com/pricing/,localz,pricing,False,,,
https://torch.io/pricing/,torch,pricing,False,,,
https://stormboard.com/pricing/,stormboard,pricing,False,,,
http://www.canddi.com/pricing/,canddi,pricing,False,,,
http://uploadcare.com/pricing/,uploadcare,pricing,False,,,
http://www.import2.com/pricing/,import2,pricing,False,,,
https://www.retailzipline.com/pricing/,retailzipline,pricing,False,,,
http://advicefront.com/pricing/,advicefront,pricing,False,,,
http://www.cylindo.com/pricing/,cylindo,pricing,False,,,
https://loyaltylion.com/pricing/,loyaltylion,pricing,False,,,
https://loyaltylion.com/plans/,loyaltylion,plans,False,,,
http://stitched.ai/pricing/,stitched,pricing,False,,,
http://stitched.ai/buy/,stitched,buy,False,,,
http://stitched.ai/plans/,stitched,plans,False,,,
http://www.hubilo.com/pricing/,hubilo,pricing,False,,,
http://www.hubilo.com/plans/,hubilo,plans,False,,,
http://enthuse.com/pricing/,enthuse,pricing,False,,,
http://threekit.com/pricing/,threekit,pricing,False,,,
http://threekit.com/plans/,threekit,plans,False,,,
http://www.talon.one/pricing/,talon,pricing,False,,,
http://www.paddle.com/pricing/,paddle,pricing,False,,,
http://fittr.com/pricing/,fittr,pricing,False,,,
http://www.avanan.com/pricing/,avanan,pricing,False,,,
https://www.newengen.com/pricing/,newengen,pricing,False,,,
https://www.newengen.com/buy/,newengen,buy,False,,,
https://www.newengen.com/plans/,newengen,plans,False,,,
http://redsift.com/pricing/,redsift,pricing,False,,,
http://ondmarc.redsift.com/pricing/,ondmarc,pricing,False,,,
http://ondmarc.redsift.com/buy/,ondmarc,buy,False,,,
http://ondmarc.redsift.com/plans/,ondmarc,plans,False,,,
http://www.iopipe.com/pricing/,iopipe,pricing,False,,,
http://WWW.SKELLO.IO/pricing/,WWW,pricing,False,,,
http://skello.io/pricing/,skello,pricing,False,,,
http://www.smartzer.com/pricing/,smartzer,pricing,False,,,
http://www.getwisely.com/pricing/,getwisely,pricing,False,,,
http://docdoc.com/pricing/,docdoc,pricing,False,,,
http://docdoc.com/buy/,docdoc,buy,False,,,
http://docdoc.com/plans/,docdoc,plans,False,,,
http://www.reelyactive.com/pricing/,reelyactive,pricing,False,,,
